"Country Name","Country Code","Indicator Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Oman","OMN","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,103019582.548282,154358586.352807,193584544.054509,232135382.497811,246400999.551071,277684076.721791,248477555.578644,589200189.83464,1335761733.36525,2566370080.17042,2657100900.72658,2734493817.85797,3354987194.22904,4572768533.70251,6684145192.60298,8012342199.17478,8380380497.32724,9047931650.7873,9833041587.77748,9262431843.88935,8730281316.54305,8737210078.48393,9863454325.61804,10343508030.6413,11434185427.0131,12906002757.6451,13021515877.9938,13228164247.3603,13829013164.1121,14481679602.2722,15319826760.1557,14698017968.1604,14368580888.8319,16044830579.7989,18058385876.1838,18668123832.1832,19782394014.5731,23017026504.634,26838286639.3409,32676486380.0457,38677562413.8959,47947649037.3312,51034556246.6033,56322161499.9036,60519553786.7435,77905762593.761,87887349245.4435,88276679158.218,86008933957.2446,81459281966.0669,75492539858.5531,79356570113.9596,82036123890.022,77655149213.8475,81180040446.3737,91616208217.2014,NA
"Pakistan","PAK","GNI, Atlas method (current US$)",NA,NA,4324498037.70202,4727139272.09305,5141615335.34713,5833045596.94527,6465448996.75215,7162027321.48178,8085621280.79181,8880010649.64845,10119792280.9705,10654305140.0535,10650858486.1443,9528714801.50303,9699556562.11703,10582690350.4706,12688701285.167,14493823188.3849,17525819794.2945,20532255408.1657,25098711708.6971,28551664572.8762,30330170530.4104,30219407930.6847,30883828792.7808,31692683275.2927,33911579066.0552,36558775968.8723,40751350069.925,41887263574.4492,42545192073.3634,44548648650.6829,48831782845.6856,51104742712.3509,52803046505.3762,57910023236.8115,61457709425.9098,61919903765.9175,60301534742.2913,61662177405.439,72913993116.3284,84168110160.8504,97512708783.3888,106589019884.123,126331093391.594,145830616354.866,159846743316.503,173145660929.863,190200867238.073,197434749039.099,198259247004.147,208266577386.821,230696445067.78,254818748256.512,267580609362.953,279057636263.218,299994115111.423,323244061608.302,353575600974.835,349835987639.159,321895545824.107,340951455392.801,368926054275.441,NA
"Panama","PAN","GNI, Atlas method (current US$)",NA,NA,593049085.692819,651467250.878101,697217923.141101,769174526.233795,847392654.707305,929373632.255725,1018643565.93471,1130094395.79041,1234584120.64806,1393756991.6277,1541197057.21059,1802614476.51632,2080596376.54282,2388445275.48343,2420920092.72758,2854848504.95347,3374037571.11056,3897459967.28503,4463731888.41382,5003133225.87879,5461381896.78207,5398443300.51632,5577255218.13207,6297943972.5366,6604911179.55345,7566177338.42452,6506800113.56946,6189502871.07494,6522537937.47243,6885561849.93973,7755515785.07883,8513152958.24785,9151818006.47083,9350013580.09546,9981696487.99201,10304373280.8602,10708749648.6164,11140739027.1498,11770138992.5193,11826888781.2956,12392957094.5021,12949847928.8547,14578813577.5914,15937569567.6631,17286191776.1589,19924503035.4842,22987177481.7812,24712028559.6963,26428593742.7271,31682544504.8965,35974946812.3999,40778377633.7831,43640282890.7645,48416679421.2503,51576009806.284,56408980698.2539,61722499140.2895,64888230594.5492,55525924651.0382,63472920954.2995,74752179944.1272,NA
"Peru","PER","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43660647345,19249677424.3542,14665828516.3889,15563046449.249,19337984620.4433,25363434286.5867,21292686406.2493,19615271566.6627,18572286772.0483,27393964914.6339,32546946252.6507,36392874157.2137,41936195891.1379,47464847264.608,53256631363.0677,57470199486.0461,55245752633.1581,53031404264.2331,52195930379.8561,50905855268.1548,53037303572.6654,56832685988.924,63099778745.3926,70827222031.596,78933953914.3351,90997346226.1794,108209359959.08,114223240022.921,127970935459.342,145319345182.366,170806190759.155,191005931916.891,196350378892.748,193151306251.853,189102637890.749,190677133622.684,207218723977.489,222362336740.881,199896264664.974,216353229364.68,229497887439.273,NA
"Philippines","PHL","GNI, Atlas method (current US$)",NA,NA,6917102323.26193,6323494814.07242,5775483568.38623,6375030303.82607,7032480552.17922,7695706072.75546,8485091491.02712,9393700085.41487,9086321314.09738,9153357980.70939,9292780478.79793,11534666048.0856,14603932273.2979,17888454883.2322,20373422982.339,22085719133.9673,25455611202.3178,31065815017.7235,37476003806.5032,41569232453.2678,42122667725.5313,39612267989.837,34755686409.9181,32230319264.4581,34814287626.955,39272686191.6674,44330643163.3117,48173498972.5606,51230095371.97,52541638456.4873,57385250806.248,62187458478.2321,71572075304.0395,81264039788.6216,94261500410.3785,101713640852.438,98150790987.0247,95614803295.1139,91937754368.3863,93185152656.115,92132148102.782,97137343964.1685,108902658024.145,118828482594.807,131139704921.932,153391029232.475,182337456375.583,200666103588.045,222925833817.629,240843274535.34,278222997729.608,312617236537.593,334247023020.289,345550557681.339,357904546286.581,371432741923.071,395267673125.374,416217284040.643,375814681916.557,404198052845.018,457021672674.953,NA
"Palau","PLW","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180693036.642001,174446829.239819,187038805.665808,204743659.602594,211694690.41781,225633701.178995,220703781.92292,202852262.363428,204699033.768538,217781160.030798,225034929.204411,226511496.561465,249444909.828615,280229284.937097,296184497.82944,292994514.715203,285481741.265072,289830095.595317,271872753.990347,241931129.463643,NA,NA
"Papua New Guinea","PNG","GNI, Atlas method (current US$)",NA,NA,263103680.069216,275136339.486917,301780825.621182,341856047.535172,379457198.159187,419421810.438418,472270294.79422,543809599.261737,624590707.577984,687257181.525577,795401334.582386,1043694602.97755,1344360817.28705,1540427421.97869,1510365497.21547,1568009470.88382,1921639515.45011,2237714002.86697,2531594671.94042,2624554785.15355,2453864388.079,2358001903.26087,2392999405.95194,2470148234.65613,2679665023.34748,2954443626.77642,3491044468.16366,3603582097.9153,3425628755.95043,3718911928.81913,4041379281.23352,4830223019.28616,5203064645.58335,4904294958.06602,4953737649.62489,4622006029.63539,4002939695.91237,3600895190.14847,3320882973.28319,3035980506.98159,2908547302.03068,2917633296.66662,3409345826.90456,4250697943.86981,5267289140.95596,7265743675.81003,9751031192.32305,10817520581.6218,12699251097.051,13608687314.2417,17349352313.1048,19432826991.9049,23770125366.3528,22041491256.0148,21626239882.9577,21221728257.0064,21732555175.4708,23231621087.3623,23628246436.8044,24132187981.5121,27408412065.9425,NA
"Poland","POL","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79918125211.8306,95195859489.0648,106279778851.624,125295844137.922,148334181601.204,163911656382.039,168569418558.868,171594790270.922,178731632533.875,180111498627.793,187271027323.101,210092920352.773,238920291472.505,279624280199.597,321132554994.939,378651572897.976,455150572137.382,476652616417.148,482154946671.028,487730275336.263,498148417982.999,503370792646.274,512088226533.273,503183175492.414,480669567997.167,481877140023.16,538300075756.143,582050504504.711,579897475938.586,638150079618.136,695816146336.126,NA
"Puerto Rico","PRI","GNI, Atlas method (current US$)",NA,NA,2014297246.46645,2242600579.26979,2459473205.18261,2754081750.58047,3037962270.43722,3280464281.74832,3636274950.73955,4192115716.74577,4745683711.04572,5281085564.71804,5918292189.99277,6854354498.23291,7623267078.4717,7964976628.41248,8059054953.20605,8466474016.26511,9322925013.96309,10754020300.4211,11933774222.7521,12599535878.4324,12364841834.2141,12144372334.4072,13272156572.9208,14452535838.6845,16194887064.3602,18410135889.2911,20348081792.9318,21215213385.9415,21029496481.3108,22433562527.1195,24228112867.6029,25654196900.8615,26897017347.7388,28820089595.032,30289089135.2193,31973962042.8229,32852059828.2978,36457505440.411,40191416200.5195,41824360366.674,43000194333.8985,46570771995.2545,54580406957.1044,56348853380.204,57180718713.4121,60006677117.2435,61529115692.5396,62025470735.153,62977342849.1992,65001694660.3939,67902788183.5784,68861354214.9041,68166124319.9103,67441254456.1901,67145380097.1126,66496604273.4408,67077563338.7448,70395663210.305,69574527618.7473,73292626278.6534,79137794580.6443,NA
"Korea, Dem. People's Rep.","PRK","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portugal","PRT","GNI, Atlas method (current US$)",NA,NA,3665313748.04087,3914398641.06191,4236344676.06943,4677174574.17822,5046435618.88352,5666847595.11477,6459785418.05721,6937445251.37107,8222319974.02615,9280804482.24308,10982046528.5142,14663886161.2934,18079251819.8932,20097866939.639,21755451593.6705,22987181657.9077,24142052081.211,27689119059.1126,32758908361.7518,33739868922.7931,32051668207.1239,28137900642.8797,25187173889.3672,25375557175.9983,30917216699.8942,41746617941.7968,56458369812.8333,63206805617.822,71206697100.5131,81503026646.3935,98169502823.7657,100615264747.237,104426458204.368,112422132756.155,121789879705.025,125066032423.905,123871819658.512,125278200082.561,125366641319.935,122790185416.567,122735089292.802,139029114458.393,169755430956.078,195410684655.039,204279994911.214,219949201471.188,239004033609.867,242936332935.461,243471333636.024,240357686941.634,222546806827.142,223593645797.887,220530413732.018,211897453449.207,205925074667.336,206625042001.064,226844749865.175,238594851550.303,225000085941.226,248238199932.492,270087260014.498,NA
"Paraguay","PRY","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8015431297.58742,9000592036.04653,9189068454.62357,8832368958.57371,8341183290.15082,7669826424.95161,7640911738.60413,7342517315.23459,6910098372.13292,7746203870.01784,8848927362.04896,10905627854.9443,13925433948.7999,18648780866.123,21202608137.7791,25327644742.0213,28166393693.0748,30528674154.1298,35748380225.6208,38169548998.3812,37621052668.7046,36725129468.5876,36874685513.9573,38928604301.6836,38784343009.7468,36689991526.0117,38452687166.3193,40130347502.0399,NA
"West Bank and Gaza","PSE","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796525503.5979,4399230338.00164,4930189229.68033,5134330322.70061,4537628384.87577,4093011325.55822,3665299323.06164,4328972370.22709,5317262908.65168,5925214476.44055,5827071355.69089,6263577711.66076,7323323551.89571,8299405726.07582,9508077000.78441,11175431624.8213,12759178234.7503,14150619727.9185,14857577287.3147,15666018698.6538,17032319937.9061,17506623960.8193,19140221314.9784,20027337570.9317,17762574412.68,21000435319.646,23250986093.881,NA
"French Polynesia","PYF","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,209265804.278197,260480910.586275,259519977.034658,265349358.406222,301992797.043475,314756794.617048,407287150.022908,581617888.533335,669150551.716658,757184778.474266,824255286.033118,975373391.369022,1187498093.93808,1386219497.43434,1431784474.89216,1343714252.27571,1262121726.05275,1290407373.9372,1344056482.61433,1808609604.79731,2348576132.92302,2798207971.66698,2952027213.29085,3095977977.5127,3347066028.95485,4546951602.69559,4559578289.52254,4642759406.82102,4927411366.72939,5178700189.69495,5031651793.60534,4778541960.96777,4685830842.93695,4658418554.92642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar","QAT","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18198823116.9425,20918483071.7789,27237816484.9545,33109790413.7153,51961403403.9001,70705101874.1838,94215526753.6411,101373147863.147,118091415843.253,136293375595.54,160048433724.62,185505224225.551,198914939341.056,188422945056.587,171351029462.852,155078880444.644,163645577536.98,173360494768.55,161310603523.043,167755147230.118,188980846291.353,NA
"Romania","ROU","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28272294696.948,27123835217.6211,28863779151.4374,33731775366.1875,37106165466.3106,35918091480.4593,35513732917.6612,36069348617.4162,38358148061.2157,39040200130.2022,42369008818.6965,48648016590.971,63520886569.5365,82698520154.0925,103782915585.731,135970025169.437,180758640622.519,187695247584.223,176421365528.852,181593322197.894,184515990390.236,187651124105.669,194243845891.279,190389419432.478,186378438776.465,196560689478.177,224305918850.594,245520388459.809,244853749507.636,271395527374.154,296591871798.788,NA
"Russian Federation","RUS","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510860294202.379,458368790033.339,433096140699.01,393237276199.332,392144977855.396,385878359595.223,391428625076.712,314757207127.066,258146068833.474,250287006779.882,259632793041.421,305720879875.687,373993443475.336,490861748438.136,638631447620.027,830471161500.205,1079919078583.05,1367974139337.35,1318479696663.2,1425185030139.43,1581315044638.98,1931706138710.14,2179425475099.25,2137991200527.85,1725234111820.48,1426946310653.13,1352318548295.64,1505175092181.27,1655618228639.97,1575000060592.36,1723763275547.51,1870592442852.98,NA
"Rwanda","RWA","GNI, Atlas method (current US$)",NA,NA,131295150.027942,122716381.80822,114092736.095817,138215711.326288,146734495.836246,157400472.259878,167856010.757396,199047175.772044,218140408.068998,227911386.501226,248411567.492357,290136965.808097,336606641.36295,429043079.752908,588069755.47152,744241356.508752,872534569.771254,1139966393.03601,1380359875.51478,1508009235.03953,1472804068.94875,1481100703.2912,1449985635.09717,1596555026.85122,1895272998.28868,2147001876.84513,2496515346.64385,2545219444.80644,2532923078.19692,2275167941.83727,2284750240.75782,1962893390.91942,901148782.348714,1251231069.0834,1348683894.73537,1689795010.63217,1839418196.22283,2064064036.74423,2189446533.15402,2190338084.88628,2174959787.87658,2143873216.51332,2378122502.64508,2830700262.54113,3228529858.28275,3788333694.10176,4649773434.5844,5427147649.56319,6062822189.62934,6719935921.26649,7432419332.43517,7838197565.62311,8179689106.13762,8556322228.63885,8656468404.6776,8798118254.80843,9591138530.94669,10439734474.8461,10009901257.4448,11242982893.9796,12768275258.6384,NA
"Saudi Arabia","SAU","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5435692598.27109,6128144572.80791,7324447879.0197,10730789270.0066,22275995349.5822,33423884431.8079,62580461451.0171,72020482430.1615,76857034296.2796,102047626639.324,138323091699.497,170440184814.841,153461798303.424,132483714690.488,125790444492.822,118168416911.527,126013591402.097,111202572878.203,114980828299.128,110870511760.11,119902480999.843,139442051498.536,146898290490.658,142927050017.49,140699991453.584,145558298382.085,152920300420.971,159683414898.19,158553226295.173,154452776019.104,168380087229.748,180566482269.616,182489629924.337,212909527493.31,255448434428.464,301363349162.588,346984360093.894,397982342508.947,477856258768.308,476649743168.967,514151579747.517,595408794244.877,706690308196.393,771603926193.63,800294378512.134,767264905445.899,721571684615.269,686814288028.886,766074331132.696,830421656027.96,807296418417.588,863724574380.829,1007708998138.18,NA
"Sudan","SDN","GNI, Atlas method (current US$)",NA,NA,1296892659.84101,1325730217.07201,1352812159.12554,1486650280.48358,1480665440.25538,1546868884.67137,1674356723.63119,1807230991.18074,2037506049.31009,2246854397.08549,2372343383.75444,2884355938.02292,3949786512.23133,5237500303.25165,6253866691.58644,7035407828.10483,7572368849.27156,8517657897.93892,9735290343.55679,10647312983.0921,10254051513.7492,9060643692.34885,8292684785.00747,7975162174.58541,9638357850.43626,11789303716.0759,13676801318.6611,16802921508.9426,20136050225.3402,28212528682.2541,14205379427.7085,10325240358.2192,8975028770.99434,11682922543.9975,11894921039.0012,12377110086.3583,10909056276.663,10890025702.5911,11328619166.2582,12896469559.7479,15126549560.8181,18895973631.8667,23278732223.3854,29248612600.8069,36744880536.3334,47537212859.4734,57456259751.963,60261256501.6398,62348721141.879,64754766966.9301,59947191337.8281,61966526429.8428,69731172284.8798,74575331353.4478,86049230640.1107,98715872989.981,58464356098.4672,40757590794.4454,28180281538.2683,29865139446.4475,35819268943.0761,NA
"Senegal","SEN","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,1356704715.30351,1285196337.50078,1376590527.45633,1384351780.89485,1561522670.86442,1738230934.41929,2163995799.1786,2754003728.57403,3045515263.92953,3061388297.02068,3101007189.11636,3901832120.21929,4684106023.88036,4801075478.42547,4526744119.44743,3670219548.46199,3512031022.24723,3613521698.16248,4288144766.74671,5690224095.44463,6725173724.14558,6896017649.17597,6945199099.37382,7190000075.24091,7844456827.10647,7669860188.81375,6513914634.39378,6402606469.08514,6241682375.81427,6453873459.59664,6483995864.49539,6557173306.58551,6523781773.89309,6513175877.1163,6411404591.63241,7664907731.15957,9373268879.54311,10958743491.745,11689066491.6872,12811517944.8981,14924503537.2374,16365880110.4157,16910019583.8338,16952275649.6324,17631205770.4212,18525772233.7782,19361876317.8019,19152231810.9328,19105759853.3864,19680292635.4437,22063860510.7646,23419237507.2748,24146285128.0528,26377325321.3649,28070354414.4531,NA
"Singapore","SGP","GNI, Atlas method (current US$)",NA,NA,853581791.228209,947654757.156952,930847732.061856,1020486126.01167,1145749923.26179,1298382993.92779,1500611244.61555,1736148882.26494,2003229701.91755,2301892136.23082,2764330046.24259,3510707415.00642,4649875031.49259,6011457064.20551,6721881893.33504,7020747363.91164,7927098865.91205,9514854748.85054,11412030626.4604,13630783938.2495,15033035464.1866,16529838912.7552,18921229414.4693,19422985260.923,20043109140.7449,22422591234.4476,26530700323.7973,30245676424.5142,34878922596.4585,40673892395.4868,49330563751.2052,58696422926.6249,71042616833.746,83268369653.8518,94019289537.138,105245561062.586,94291774714.6477,92486827084.8054,95391028846.807,91562446397.4002,91859462974.8778,96456251432.7288,109050982706.358,122983016873.213,143247234804.322,165243339656.769,180169589123.273,186120545581.26,228090229435.411,250101189865.504,274706598267.168,294065818762.099,308379135365.031,294216880667.594,298799388246.726,308238925420.132,318916856607.169,336021852405.236,314209711313.531,343555470049.997,378814562161.205,NA
